Temperaturdaten der Geräte
Datum: 2023_09_21

Version: 0


abs. Zeit     rel. Zeit [s]       Temp. Platte [°C]     Regler Temp. [°C]     Temp. Pyro. (SW, Adv 6/23) [°C]    Temp. PT100 (sample) [°C]          Temp. Pyro. (SW, Ratio) [°C]       
15:55:28       0.7                 200.0                 246.0                 247.6                              244.0                              254.5                              
15:55:31       3.4                 200.0                 245.8                 247.3                              243.8                              256.6                              
15:55:33       5.8                 200.0                 245.6                 247.2                              243.7                              255.3                              
15:55:36       8.2                 205.0                 245.5                 247.0                              243.5                              256.7                              
15:55:38       10.6                210.0                 245.3                 246.9                              243.4                              256.0                              
15:55:41       12.9                215.0                 245.2                 246.7                              243.2                              254.6                              
15:55:43       15.3                215.0                 245.0                 246.7                              243.1                              255.6                              
15:55:45       17.7                220.0                 244.9                 246.6                              242.9                              253.6                              
15:55:48       20.1                225.0                 244.8                 246.6                              242.7                              253.5                              
15:55:50       22.4                235.0                 244.7                 246.4                              242.6                              256.4                              
15:55:53       24.8                240.0                 244.7                 246.2                              242.5                              253.6                              
15:55:55       27.2                245.0                 244.6                 246.1                              242.2                              254.2                              
15:55:57       29.5                250.0                 244.6                 245.9                              242.2                              250.9                              
15:56:00       31.9                255.0                 244.6                 245.7                              242.0                              252.7                              
15:56:02       34.3                255.0                 244.6                 245.7                              241.9                              255.7                              
15:56:04       36.6                255.0                 244.6                 245.7                              241.7                              253.6                              
15:56:07       39.0                260.0                 244.6                 245.8                              241.6                              254.8                              
15:56:09       41.4                265.0                 244.6                 245.8                              241.6                              256.7                              
15:56:11       43.7                270.0                 244.6                 245.6                              241.4                              256.2                              
15:56:14       46.1                275.0                 244.6                 245.4                              241.4                              257.2                              
15:56:16       48.4                280.0                 244.7                 245.2                              241.3                              251.0                              
15:56:18       50.7                285.0                 244.8                 245.0                              241.2                              251.4                              
15:56:21       53.1                285.0                 244.9                 244.9                              241.1                              253.0                              
15:56:23       55.4                285.0                 245.0                 245.0                              241.1                              255.0                              
15:56:25       57.7                285.0                 245.1                 245.0                              241.0                              256.4                              
15:56:28       60.1                290.0                 245.2                 244.9                              240.9                              254.5                              
15:56:30       62.4                290.0                 245.3                 244.8                              240.9                              249.7                              
15:56:33       64.8                290.0                 245.4                 244.7                              240.9                              253.7                              
15:56:35       67.2                290.0                 245.5                 244.7                              240.8                              255.4                              
15:56:37       69.5                290.0                 245.6                 244.5                              240.8                              254.7                              
15:56:40       71.9                290.0                 245.7                 244.6                              240.8                              251.6                              
15:56:42       74.2                285.0                 245.8                 244.5                              240.8                              251.9                              
15:56:44       76.5                285.0                 245.9                 244.5                              240.8                              251.9                              
15:56:47       78.9                285.0                 246.0                 244.6                              240.8                              253.7                              
15:56:49       81.2                280.0                 246.1                 244.6                              240.8                              251.5                              
15:56:51       83.6                280.0                 246.2                 244.5                              240.8                              251.5                              
15:56:54       85.9                275.0                 246.2                 244.6                              240.8                              251.2                              
15:56:56       88.3                275.0                 246.3                 244.6                              240.8                              253.4                              
15:56:58       90.6                275.0                 246.3                 244.5                              240.9                              251.4                              
15:57:01       93.0                270.0                 246.4                 244.6                              240.9                              252.4                              
15:57:03       95.3                270.0                 246.4                 244.6                              241.0                              251.8                              
15:57:05       97.7                265.0                 246.5                 244.6                              241.0                              252.3                              
15:57:08       100.0               265.0                 246.5                 244.7                              241.0                              251.4                              
15:57:10       102.3               265.0                 246.5                 244.6                              241.0                              253.7                              
15:57:12       104.6               265.0                 246.6                 244.7                              241.0                              250.7                              
15:57:15       107.0               260.0                 246.6                 244.7                              241.1                              254.2                              
15:57:17       109.3               260.0                 246.6                 244.7                              241.1                              252.5                              
15:57:19       111.7               260.0                 246.6                 244.7                              241.0                              253.6                              
15:57:22       114.0               255.0                 246.6                 244.7                              241.1                              251.9                              
15:57:24       116.4               255.0                 246.6                 244.8                              241.1                              253.5                              
15:57:26       118.7               255.0                 246.6                 244.8                              241.2                              255.4                              
15:57:29       121.1               260.0                 246.6                 244.9                              241.1                              253.4                              
15:57:31       123.4               260.0                 246.6                 244.8                              241.2                              256.0                              
15:57:33       125.8               260.0                 246.6                 244.8                              241.2                              254.0                              
15:57:36       128.1               260.0                 246.6                 244.8                              241.2                              254.2                              
15:57:38       130.5               260.0                 246.6                 244.8                              241.2                              250.4                              
15:57:41       132.8               260.0                 246.6                 244.8                              241.2                              252.8                              
15:57:43       135.2               260.0                 246.6                 244.8                              241.1                              251.8                              
15:57:45       137.5               260.0                 246.6                 244.9                              241.1                              255.1                              
15:57:48       139.9               260.0                 246.6                 244.9                              241.2                              252.2                              
15:57:50       142.3               265.0                 246.6                 244.9                              241.2                              251.0                              
15:57:52       144.6               265.0                 246.6                 244.9                              241.2                              250.4                              
15:57:55       147.0               265.0                 246.6                 244.9                              241.2                              252.9                              
15:57:57       149.4               265.0                 246.6                 244.9                              241.2                              251.3                              
15:57:59       151.7               265.0                 246.6                 244.8                              241.2                              253.2                              
15:58:02       154.1               265.0                 246.6                 244.9                              241.2                              251.1                              
15:58:04       156.4               265.0                 246.6                 244.9                              241.2                              253.1                              
15:58:06       158.7               265.0                 246.6                 245.0                              241.2                              254.1                              
15:58:09       161.1               270.0                 246.7                 245.1                              241.3                              250.6                              
15:58:11       163.4               270.0                 246.7                 245.0                              241.3                              255.7                              
15:58:14       165.8               270.0                 246.7                 245.0                              241.3                              251.6                              
15:58:16       168.2               270.0                 246.8                 244.9                              241.3                              252.5                              
15:58:18       170.6               270.0                 246.8                 245.0                              241.3                              254.0                              
15:58:21       172.9               270.0                 246.8                 245.1                              241.3                              255.2                              
15:58:23       175.3               270.0                 246.9                 245.1                              241.3                              253.0                              
15:58:25       177.6               270.0                 246.9                 245.2                              241.4                              255.1                              
15:58:28       180.0               270.0                 246.9                 245.2                              241.4                              254.1                              
15:58:30       182.4               270.0                 247.0                 245.2                              241.4                              252.6                              
15:58:32       184.7               270.0                 247.0                 245.2                              241.4                              251.1                              
15:58:35       187.1               270.0                 247.1                 245.2                              241.5                              254.2                              
15:58:37       189.5               270.0                 247.1                 245.2                              241.4                              251.7                              
15:58:39       191.8               270.0                 247.1                 245.2                              241.5                              251.2                              
15:58:42       194.2               270.0                 247.2                 245.2                              241.5                              250.7                              
15:58:44       196.6               265.0                 247.2                 245.2                              241.6                              253.6                              
15:58:47       199.0               265.0                 247.3                 245.3                              241.5                              252.6                              
15:58:49       201.3               270.0                 247.3                 245.3                              241.6                              253.8                              
15:58:51       203.6               270.0                 247.3                 245.3                              241.5                              253.6                              
15:58:54       206.0               270.0                 247.3                 245.4                              241.6                              252.9                              
15:58:56       208.4               270.0                 247.3                 245.3                              241.6                              252.1                              
15:58:58       210.7               270.0                 247.4                 245.3                              241.6                              250.5                              
15:59:01       213.1               265.0                 247.4                 245.4                              241.7                              254.7                              
15:59:03       215.6               265.0                 247.4                 245.4                              241.7                              253.6                              
15:59:06       218.0               265.0                 247.4                 245.5                              241.7                              254.3                              
15:59:08       220.4               265.0                 247.4                 245.6                              241.8                              251.8                              
15:59:10       222.7               265.0                 247.5                 245.5                              241.7                              254.1                              
15:59:13       225.1               265.0                 247.5                 245.4                              241.8                              253.2                              
15:59:15       227.4               265.0                 247.5                 245.5                              241.8                              251.0                              
15:59:17       229.7               265.0                 247.5                 245.6                              241.8                              255.9                              
15:59:20       232.1               265.0                 247.5                 245.6                              241.8                              253.0                              
15:59:22       234.4               265.0                 247.6                 245.6                              241.9                              253.0                              
15:59:24       236.7               265.0                 247.6                 245.6                              241.9                              252.4                              
15:59:27       239.1               265.0                 247.6                 245.7                              242.0                              251.0                              
15:59:29       241.5               265.0                 247.6                 245.7                              242.0                              255.0                              
15:59:32       243.9               265.0                 247.6                 245.9                              242.0                              251.1                              
15:59:34       246.3               265.0                 247.6                 245.9                              242.1                              255.2                              
15:59:36       248.6               265.0                 247.7                 245.9                              242.1                              253.6                              
15:59:39       251.0               265.0                 247.7                 245.9                              242.1                              254.4                              
15:59:41       253.4               265.0                 247.7                 245.9                              242.2                              251.0                              
15:59:44       255.9               265.0                 247.9                 246.0                              242.2                              252.3                              
15:59:46       258.2               265.0                 247.9                 246.0                              242.2                              254.2                              
15:59:48       260.6               265.0                 248.0                 246.0                              242.2                              255.2                              
15:59:51       263.0               265.0                 248.0                 246.0                              242.3                              254.4                              
15:59:53       265.4               265.0                 248.0                 246.0                              242.2                              253.2                              
15:59:55       267.8               265.0                 248.0                 246.0                              242.3                              250.7                              
15:59:58       270.2               265.0                 248.0                 246.0                              242.3                              251.0                              
16:00:00       272.6               265.0                 248.0                 246.0                              242.4                              257.4                              
16:00:03       275.0               265.0                 248.0                 246.1                              242.4                              255.2                              
16:00:05       277.4               260.0                 248.0                 246.2                              242.4                              254.5                              
16:00:07       279.7               260.0                 248.0                 246.2                              242.4                              254.7                              
16:00:10       282.1               260.0                 248.0                 246.2                              242.4                              252.9                              
16:00:12       284.5               265.0                 248.0                 246.2                              242.4                              252.6                              
16:00:15       286.9               265.0                 248.1                 246.1                              242.4                              254.8                              
16:00:17       289.3               265.0                 248.1                 246.1                              242.4                              254.0                              
16:00:19       291.7               265.0                 248.1                 246.2                              242.4                              254.1                              
16:00:22       294.1               265.0                 248.1                 246.2                              242.5                              251.6                              
16:00:24       296.4               265.0                 248.1                 246.2                              242.5                              253.3                              
16:00:26       298.8               265.0                 248.1                 246.2                              242.5                              252.5                              
16:00:29       301.2               265.0                 248.2                 246.3                              242.5                              255.2                              
16:00:31       303.6               265.0                 248.2                 246.4                              242.5                              255.1                              
16:00:34       306.0               265.0                 248.2                 246.3                              242.6                              255.3                              
16:00:36       308.3               265.0                 248.2                 246.3                              242.6                              252.3                              
16:00:38       310.7               270.0                 248.2                 246.2                              242.6                              255.1                              
16:00:41       313.1               265.0                 248.3                 246.2                              242.6                              252.7                              
16:00:43       315.5               265.0                 248.3                 246.3                              242.6                              251.7                              
16:00:46       317.9               265.0                 248.3                 246.3                              242.7                              253.6                              
16:00:48       320.3               265.0                 248.3                 246.4                              242.6                              252.2                              
16:00:50       322.6               265.0                 248.3                 246.4                              242.7                              254.4                              
16:00:53       325.0               265.0                 248.4                 246.4                              242.7                              253.9                              
16:00:55       327.4               270.0                 248.4                 246.4                              242.7                              254.2                              
16:00:57       329.8               270.0                 248.4                 246.4                              242.7                              253.4                              
16:01:00       332.2               265.0                 248.4                 246.4                              242.8                              254.9                              
16:01:02       334.5               265.0                 248.5                 246.3                              242.8                              252.0                              
16:01:05       336.9               265.0                 248.5                 246.4                              242.8                              255.1                              
16:01:07       339.3               265.0                 248.5                 246.5                              242.8                              254.1                              
16:01:09       341.6               265.0                 248.5                 246.6                              242.8                              256.4                              
16:01:12       344.1               265.0                 248.5                 246.6                              242.9                              256.4                              
16:01:14       346.4               265.0                 248.5                 246.7                              242.9                              252.3                              
16:01:17       348.8               265.0                 248.6                 246.7                              242.9                              252.2                              
16:01:19       351.2               265.0                 248.6                 246.6                              243.0                              251.8                              
16:01:21       353.5               265.0                 248.6                 246.7                              243.0                              254.1                              
16:01:24       355.9               265.0                 248.6                 246.7                              243.0                              256.0                              
16:01:26       358.3               265.0                 248.7                 246.7                              243.0                              253.0                              
16:01:28       360.6               260.0                 248.7                 246.8                              243.0                              255.3                              
16:01:31       363.1               265.0                 248.7                 246.8                              243.0                              253.8                              
16:01:33       365.5               265.0                 248.7                 246.8                              243.1                              257.4                              
16:01:36       367.9               265.0                 248.7                 246.8                              243.1                              255.7                              
16:01:38       370.3               265.0                 248.7                 246.8                              243.1                              256.9                              
16:01:40       372.7               265.0                 248.8                 246.8                              243.1                              252.6                              
16:01:43       375.1               265.0                 248.8                 246.8                              243.1                              254.1                              
16:01:45       377.4               265.0                 248.8                 246.8                              243.1                              253.3                              
16:01:48       379.9               265.0                 248.8                 246.9                              243.2                              255.9                              
16:01:50       382.3               265.0                 248.8                 246.9                              243.3                              257.4                              
16:01:52       384.7               265.0                 248.9                 246.9                              243.3                              255.9                              
16:01:55       387.1               265.0                 248.9                 246.9                              243.2                              254.2                              
16:01:57       389.5               265.0                 248.9                 246.9                              243.3                              254.5                              
16:02:00       391.9               265.0                 248.9                 247.0                              243.2                              251.8                              
16:02:02       394.3               265.0                 248.9                 246.9                              243.3                              253.9                              
16:02:04       396.7               265.0                 248.9                 247.0                              243.3                              254.3                              
16:02:07       399.1               265.0                 249.0                 247.0                              243.3                              253.5                              
16:02:09       401.5               260.0                 249.0                 247.1                              243.3                              257.3                              
16:02:12       403.9               265.0                 249.0                 247.1                              243.4                              256.2                              
16:02:14       406.3               265.0                 249.0                 247.1                              243.4                              255.9                              
16:02:16       408.7               265.0                 249.0                 247.0                              243.4                              253.9                              
16:02:19       411.1               265.0                 249.1                 247.0                              243.4                              256.7                              
16:02:21       413.5               265.0                 249.1                 247.0                              243.4                              253.9                              
16:02:24       415.9               265.0                 249.1                 247.1                              243.4                              256.6                              
16:02:26       418.3               260.0                 249.1                 247.1                              243.4                              253.4                              
16:02:28       420.7               260.0                 249.1                 247.2                              243.5                              256.2                              
16:02:31       423.1               260.0                 249.1                 247.3                              243.5                              256.2                              
16:02:33       425.5               265.0                 249.1                 247.2                              243.5                              256.1                              
16:02:36       427.9               265.0                 249.1                 247.2                              243.5                              256.7                              
16:02:38       430.3               265.0                 249.1                 247.3                              243.5                              253.7                              
16:02:40       432.7               265.0                 249.1                 247.2                              243.6                              257.8                              
16:02:43       435.1               265.0                 249.1                 247.2                              243.5                              258.4                              
16:02:45       437.5               265.0                 249.1                 247.2                              243.5                              254.6                              
16:02:48       439.9               265.0                 249.2                 247.2                              243.5                              256.1                              
16:02:50       442.3               265.0                 249.2                 247.4                              243.5                              256.7                              
16:02:52       444.7               265.0                 249.2                 247.4                              243.6                              254.9                              
16:02:55       447.1               265.0                 249.2                 247.3                              243.6                              253.2                              
16:02:57       449.5               270.0                 249.2                 247.3                              243.6                              256.1                              
16:03:00       451.9               270.0                 249.2                 247.3                              243.7                              254.6                              
16:03:02       454.2               270.0                 249.3                 247.4                              243.7                              258.0                              
16:03:04       456.6               265.0                 249.3                 247.4                              243.7                              257.4                              
16:03:07       459.0               265.0                 249.3                 247.3                              243.7                              256.2                              
16:03:09       461.4               265.0                 249.3                 247.5                              243.7                              256.1                              
16:03:12       463.8               265.0                 249.3                 247.4                              243.7                              254.7                              
16:03:14       466.3               265.0                 249.3                 247.4                              243.8                              255.7                              
16:03:16       468.6               265.0                 249.4                 247.4                              243.7                              254.9                              
16:03:19       471.1               265.0                 249.4                 247.5                              243.7                              253.6                              
16:03:21       473.4               265.0                 249.4                 247.5                              243.8                              255.0                              
16:03:23       475.8               265.0                 249.4                 247.5                              243.8                              254.7                              
16:03:26       478.2               265.0                 249.5                 247.5                              243.9                              257.0                              
16:03:28       480.6               265.0                 249.5                 247.6                              243.9                              255.4                              
16:03:31       483.1               265.0                 249.5                 247.6                              243.9                              254.9                              
16:03:33       485.4               265.0                 249.5                 247.7                              243.9                              253.7                              
16:03:36       487.9               265.0                 249.5                 247.6                              244.0                              257.3                              
16:03:38       490.3               265.0                 249.5                 247.6                              244.0                              254.0                              
16:03:40       492.6               265.0                 249.5                 247.6                              244.0                              255.8                              
16:03:43       495.1               265.0                 249.6                 247.6                              243.9                              257.3                              
16:03:45       497.4               265.0                 249.6                 247.7                              244.1                              255.1                              
16:03:48       499.8               265.0                 249.6                 247.7                              244.0                              256.7                              
16:03:50       502.2               265.0                 249.6                 247.7                              244.1                              255.5                              
16:03:52       504.6               265.0                 249.6                 247.7                              244.1                              255.1                              
16:03:55       507.1               265.0                 249.6                 247.7                              244.1                              257.3                              
16:03:57       509.5               265.0                 249.6                 247.7                              244.1                              258.8                              
16:04:00       511.9               265.0                 249.6                 247.8                              244.2                              257.5                              
16:04:02       514.3               265.0                 249.7                 247.8                              244.1                              255.7                              
16:04:04       516.6               265.0                 249.7                 247.8                              244.1                              255.3                              
16:04:07       519.0               260.0                 249.7                 247.8                              244.2                              254.6                              
16:04:09       521.4               260.0                 249.8                 247.9                              244.2                              255.2                              
16:04:12       523.8               260.0                 249.8                 247.9                              244.2                              256.1                              
16:04:14       526.2               260.0                 249.8                 248.0                              244.2                              256.7                              
16:04:16       528.6               265.0                 249.8                 247.8                              244.2                              255.1                              
16:04:19       531.0               265.0                 249.8                 247.9                              244.2                              255.7                              
16:04:21       533.4               265.0                 249.8                 247.9                              244.2                              256.5                              
16:04:23       535.7               265.0                 249.8                 247.8                              244.2                              256.4                              
16:04:26       538.1               265.0                 249.8                 247.8                              244.2                              255.3                              
16:04:28       540.5               260.0                 249.8                 247.8                              244.2                              256.3                              
16:04:31       542.9               260.0                 249.8                 248.0                              244.2                              257.1                              
16:04:33       545.3               260.0                 249.8                 248.0                              244.2                              254.5                              
16:04:35       547.6               265.0                 249.8                 247.9                              244.2                              256.6                              
16:04:38       550.1               265.0                 249.8                 247.9                              244.2                              257.3                              
16:04:40       552.5               265.0                 249.8                 247.9                              244.3                              253.2                              
16:04:43       554.9               265.0                 249.8                 247.9                              244.2                              254.9                              
16:04:45       557.3               265.0                 249.8                 247.9                              244.2                              254.3                              
16:04:47       559.7               265.0                 249.8                 247.9                              244.2                              257.0                              
16:04:50       562.1               265.0                 249.8                 247.9                              244.3                              256.7                              
16:04:52       564.5               265.0                 249.8                 248.0                              244.3                              257.1                              
16:04:55       566.9               265.0                 249.8                 248.0                              244.3                              253.9                              
16:04:57       569.3               265.0                 249.8                 247.9                              244.3                              259.4                              
16:04:59       571.7               265.0                 249.9                 247.9                              244.3                              255.4                              
16:05:02       574.1               265.0                 249.9                 248.0                              244.3                              255.2                              
16:05:04       576.5               265.0                 249.9                 247.9                              244.3                              257.8                              
