Temperaturdaten der Geräte
Datum: 2023_09_21

Version: 0


abs. Zeit     rel. Zeit [s]       Temp. Platte [°C]     Regler Temp. [°C]     Temp. Pyro. (SW, Adv 6/23) [°C]    Temp. PT100 (sample) [°C]          Temp. Pyro. (SW, Ratio) [°C]       
16:05:46       618.3               265.0                 250.1                 256.9                              244.5                              257.6                              
16:05:49       620.9               265.0                 250.1                 257.6                              244.5                              255.8                              
16:05:51       623.5               265.0                 250.2                 257.3                              244.5                              256.4                              
16:05:54       626.1               265.0                 250.2                 257.2                              244.5                              254.5                              
16:05:56       628.7               265.0                 250.2                 257.1                              244.5                              257.9                              
16:05:59       631.3               265.0                 250.2                 257.1                              244.6                              253.9                              
16:06:02       633.9               265.0                 250.2                 257.1                              244.6                              255.6                              
16:06:04       636.5               265.0                 250.2                 257.1                              244.6                              256.3                              
16:06:07       639.1               265.0                 250.2                 257.0                              244.6                              258.7                              
16:06:09       641.7               265.0                 250.2                 257.1                              244.6                              255.2                              
16:06:12       644.3               265.0                 250.3                 257.2                              244.6                              256.0                              
16:06:15       646.9               265.0                 250.3                 257.3                              244.6                              255.0                              
16:06:17       649.5               265.0                 250.3                 257.2                              244.6                              254.4                              
16:06:20       652.1               265.0                 250.3                 257.2                              244.7                              255.0                              
16:06:22       654.7               265.0                 250.3                 257.2                              244.7                              256.6                              
16:06:25       657.3               265.0                 250.3                 257.2                              244.7                              254.9                              
16:06:28       659.9               265.0                 250.3                 257.2                              244.7                              257.6                              
16:06:30       662.5               265.0                 250.3                 257.2                              244.7                              256.7                              
16:06:33       665.1               260.0                 250.3                 257.3                              244.7                              257.4                              
16:06:35       667.7               265.0                 250.3                 232.9                              244.7                              257.3                              
16:06:38       670.2               265.0                 250.3                 232.8                              244.7                              256.3                              
16:06:40       672.6               265.0                 250.4                 232.8                              244.7                              255.2                              
16:06:43       675.1               265.0                 250.4                 232.8                              244.7                              258.4                              
16:06:45       677.5               265.0                 250.4                 232.8                              244.7                              258.9                              
16:06:48       680.0               265.0                 250.4                 232.8                              244.7                              255.0                              
16:06:50       682.4               265.0                 250.5                 232.8                              244.7                              256.6                              
16:06:53       684.9               260.0                 250.5                 233.0                              244.7                              257.2                              
16:06:55       687.3               260.0                 250.5                 233.0                              244.8                              256.4                              
16:06:57       689.8               265.0                 250.5                 233.0                              244.8                              257.1                              
16:07:00       692.2               265.0                 250.5                 233.0                              244.7                              257.3                              
16:07:02       694.6               265.0                 250.5                 232.9                              244.8                              257.2                              
16:07:05       697.1               265.0                 250.5                 232.9                              244.7                              257.9                              
16:07:07       699.5               265.0                 250.5                 232.9                              244.8                              257.9                              
16:07:10       702.0               265.0                 250.5                 232.9                              244.7                              257.8                              
16:07:12       704.4               265.0                 250.5                 233.0                              244.8                              255.8                              
16:07:15       706.8               265.0                 250.5                 233.1                              244.8                              254.2                              
16:07:17       709.3               265.0                 250.5                 233.1                              244.8                              256.9                              
16:07:19       711.8               270.0                 250.5                 233.0                              244.8                              257.1                              
16:07:22       714.2               270.0                 250.5                 233.0                              244.8                              255.4                              
16:07:24       716.6               270.0                 250.5                 233.0                              244.8                              257.5                              
16:07:27       719.1               270.0                 250.6                 233.0                              244.9                              257.5                              
16:07:29       721.5               265.0                 250.6                 233.0                              244.9                              254.6                              
16:07:32       723.9               265.0                 250.6                 233.0                              244.9                              257.3                              
16:07:34       726.3               265.0                 250.6                 233.1                              244.9                              259.2                              
16:07:36       728.7               265.0                 250.6                 233.1                              244.8                              257.6                              
16:07:39       731.1               265.0                 250.6                 233.1                              244.9                              257.8                              
16:07:41       733.7               270.0                 250.6                 233.0                              244.9                              254.9                              
16:07:44       736.1               270.0                 250.7                 233.1                              245.0                              255.5                              
16:07:46       738.6               270.0                 250.7                 233.2                              245.0                              256.2                              
16:07:49       741.1               270.0                 250.7                 233.1                              245.0                              257.7                              
16:07:51       743.6               265.0                 250.7                 233.1                              245.1                              259.5                              
16:07:54       746.1               265.0                 250.8                 233.2                              245.1                              258.5                              
16:07:56       748.5               265.0                 250.8                 233.2                              245.0                              257.5                              
16:07:59       751.0               265.0                 250.8                 233.2                              245.1                              257.8                              
16:08:01       753.3               270.0                 250.8                 233.2                              245.1                              258.5                              
16:08:03       755.7               270.0                 250.8                 233.3                              245.1                              257.9                              
16:08:06       758.2               270.0                 250.8                 233.3                              245.2                              257.7                              
16:08:08       760.6               270.0                 250.9                 233.2                              245.2                              256.5                              
16:08:11       762.9               265.0                 250.9                 233.3                              245.2                              256.9                              
16:08:13       765.3               265.0                 250.9                 233.4                              245.2                              256.4                              
16:08:15       767.6               265.0                 250.9                 233.4                              245.2                              258.3                              
16:08:18       770.0               265.0                 250.9                 233.4                              245.3                              256.7                              
16:08:20       772.4               265.0                 251.0                 233.4                              245.2                              257.8                              
16:08:22       774.8               265.0                 251.0                 233.4                              245.3                              258.7                              
16:08:25       777.1               265.0                 251.0                 233.4                              245.2                              258.3                              
16:08:27       779.4               265.0                 251.0                 233.3                              245.2                              257.3                              
16:08:29       781.8               265.0                 251.0                 233.4                              245.3                              256.6                              
16:08:32       784.1               265.0                 251.0                 233.3                              245.3                              255.2                              
16:08:34       786.4               265.0                 251.0                 233.4                              245.3                              257.8                              
16:08:36       788.7               265.0                 251.0                 233.5                              245.3                              257.7                              
16:08:39       791.0               265.0                 251.0                 233.5                              245.4                              256.7                              
16:08:41       793.4               265.0                 251.0                 233.5                              245.4                              255.8                              
16:08:43       795.7               265.0                 251.0                 233.5                              245.5                              258.0                              
16:08:46       798.2               265.0                 251.1                 233.5                              245.4                              259.6                              
16:08:48       800.7               265.0                 251.1                 264.6                              245.5                              258.4                              
16:08:51       803.3               265.0                 251.1                 246.0                              245.5                              258.7                              
16:08:54       805.9               265.0                 251.1                 239.2                              245.4                              257.3                              
16:08:56       808.5               265.0                 251.1                 242.5                              245.4                              254.0                              
16:08:59       811.1               265.0                 251.1                 244.2                              245.4                              259.1                              
16:09:01       813.7               265.0                 251.1                 245.1                              245.4                              258.2                              
16:09:04       816.2               265.0                 251.1                 245.6                              245.4                              254.8                              
16:09:06       818.8               265.0                 251.1                 245.3                              245.4                              257.6                              
16:09:09       821.4               265.0                 251.1                 245.5                              245.4                              254.9                              
16:09:12       823.9               265.0                 251.1                 245.4                              245.5                              256.9                              
16:09:14       826.5               265.0                 251.1                 245.5                              245.5                              258.7                              
16:09:17       829.0               265.0                 251.1                 245.6                              245.5                              255.3                              
16:09:19       831.6               265.0                 251.1                 245.6                              245.5                              258.8                              
16:09:22       834.1               265.0                 251.1                 245.6                              245.5                              258.4                              
16:09:24       836.6               265.0                 251.1                 245.5                              245.5                              259.5                              
16:09:27       839.2               265.0                 251.2                 245.5                              245.6                              256.7                              
16:09:29       841.7               265.0                 251.2                 245.6                              245.5                              260.1                              
16:09:32       844.3               265.0                 251.2                 245.5                              245.5                              257.5                              
16:09:34       846.8               265.0                 251.2                 245.6                              245.6                              257.0                              
16:09:37       849.4               265.0                 251.2                 245.7                              245.6                              258.7                              
16:09:40       852.0               265.0                 251.2                 245.7                              245.5                              256.0                              
16:09:42       854.6               270.0                 251.2                 245.6                              245.6                              256.6                              
16:09:45       857.2               270.0                 251.3                 245.6                              245.6                              256.3                              
16:09:47       859.8               270.0                 251.3                 245.6                              245.6                              260.4                              
16:09:50       862.3               265.0                 251.3                 245.6                              245.6                              257.3                              
16:09:53       864.9               265.0                 251.3                 233.7                              245.6                              257.6                              
16:09:55       867.3               265.0                 251.3                 233.7                              245.6                              257.2                              
16:09:57       869.7               265.0                 251.3                 233.9                              245.6                              257.7                              
16:10:00       872.1               265.0                 251.3                 234.0                              245.6                              260.3                              
16:10:02       874.5               270.0                 251.4                 234.2                              245.6                              259.6                              
16:10:05       876.9               275.0                 251.4                 234.4                              245.6                              263.4                              
16:10:07       879.3               285.0                 251.4                 234.7                              245.7                              266.0                              
16:10:09       881.7               290.0                 251.4                 235.0                              245.7                              270.0                              
16:10:12       884.1               300.0                 251.5                 235.3                              245.6                              274.2                              
16:10:14       886.5               310.0                 251.7                 235.6                              245.8                              276.1                              
16:10:17       888.8               315.0                 251.8                 235.9                              245.7                              281.2                              
16:10:19       891.2               325.0                 252.0                 236.2                              245.8                              284.9                              
16:10:21       893.5               335.0                 252.2                 236.5                              245.8                              290.1                              
16:10:24       895.9               340.0                 252.4                 236.8                              245.9                              295.6                              
16:10:26       898.2               350.0                 252.6                 237.1                              245.9                              298.1                              
16:10:28       900.6               360.0                 252.9                 237.4                              246.0                              302.3                              
16:10:31       903.0               365.0                 253.3                 237.7                              246.1                              307.2                              
16:10:33       905.4               375.0                 253.6                 238.0                              246.2                              311.3                              
16:10:36       907.8               385.0                 254.0                 237.5                              246.3                              294.9                              
16:10:38       910.2               390.0                 254.4                 237.0                              246.4                              287.6                              
16:10:40       912.6               395.0                 254.8                 236.5                              246.6                              275.8                              
16:10:43       915.0               395.0                 255.2                 236.4                              246.7                              273.5                              
16:10:45       917.4               395.0                 255.7                 236.3                              246.9                              268.5                              
16:10:47       919.8               390.0                 256.1                 236.3                              247.1                              264.7                              
16:10:50       922.2               390.0                 256.6                 236.3                              247.2                              265.4                              
16:10:52       924.5               385.0                 257.0                 236.3                              247.3                              264.6                              
16:10:55       926.9               380.0                 257.5                 236.3                              247.6                              264.2                              
16:10:57       929.3               380.0                 257.8                 236.5                              247.8                              263.8                              
16:10:59       931.6               375.0                 258.2                 236.6                              248.0                              262.6                              
16:11:02       934.0               370.0                 258.5                 236.7                              248.2                              260.6                              
16:11:04       936.4               365.0                 258.8                 236.9                              248.5                              261.4                              
16:11:06       938.7               360.0                 259.1                 237.0                              248.8                              259.7                              
16:11:09       941.1               355.0                 259.4                 237.2                              248.9                              262.2                              
16:11:11       943.4               350.0                 259.7                 237.4                              249.2                              261.1                              
16:11:14       945.8               345.0                 259.9                 237.6                              249.4                              262.5                              
16:11:16       948.2               340.0                 260.1                 237.7                              249.6                              260.1                              
16:11:18       950.5               340.0                 260.3                 237.9                              250.0                              260.0                              
16:11:21       953.0               335.0                 260.5                 238.1                              250.1                              260.2                              
16:11:23       955.3               330.0                 260.7                 238.3                              250.3                              262.7                              
16:11:25       957.6               325.0                 260.9                 238.5                              250.5                              258.9                              
16:11:28       960.0               320.0                 261.0                 238.7                              250.8                              261.3                              
16:11:30       962.4               320.0                 261.2                 238.9                              251.0                              260.0                              
16:11:32       964.8               315.0                 261.3                 239.1                              251.2                              264.9                              
16:11:35       967.2               310.0                 261.4                 239.3                              251.4                              264.6                              
16:11:37       969.6               305.0                 261.5                 239.5                              251.6                              262.9                              
16:11:40       971.9               305.0                 261.6                 239.6                              251.8                              262.5                              
16:11:42       974.3               300.0                 261.7                 239.8                              252.0                              265.0                              
16:11:44       976.6               300.0                 261.7                 239.9                              252.2                              264.4                              
16:11:47       979.0               295.0                 261.8                 240.1                              252.3                              262.8                              
16:11:49       981.4               290.0                 261.8                 240.2                              252.6                              263.1                              
16:11:51       983.7               290.0                 261.9                 240.4                              252.8                              265.8                              
16:11:54       986.1               285.0                 261.9                 240.5                              252.9                              262.0                              
16:11:56       988.5               285.0                 261.9                 240.7                              252.9                              265.0                              
16:11:59       990.9               280.0                 261.9                 240.9                              253.2                              264.3                              
16:12:01       993.2               280.0                 261.9                 240.9                              253.2                              263.6                              
16:12:03       995.6               280.0                 261.9                 241.1                              253.4                              264.4                              
16:12:06       998.0               280.0                 261.9                 241.2                              253.6                              263.7                              
16:12:08       1000.3              280.0                 261.9                 241.3                              253.7                              264.7                              
16:12:10       1002.7              275.0                 261.9                 241.4                              253.8                              264.7                              
16:12:13       1005.1              275.0                 261.9                 241.5                              253.9                              263.3                              
16:12:15       1007.5              275.0                 261.9                 241.6                              253.9                              264.5                              
16:12:18       1009.9              270.0                 261.9                 241.7                              254.1                              264.0                              
16:12:20       1012.3              270.0                 261.9                 241.9                              254.2                              263.6                              
16:12:22       1014.6              275.0                 261.9                 242.0                              254.3                              267.3                              
16:12:25       1017.1              275.0                 261.9                 242.0                              254.3                              266.4                              
16:12:27       1019.5              280.0                 261.9                 242.1                              254.4                              266.1                              
16:12:30       1021.9              280.0                 261.9                 242.2                              254.5                              267.0                              
16:12:32       1024.2              280.0                 261.9                 242.2                              254.6                              265.8                              
16:12:34       1026.6              280.0                 261.9                 242.3                              254.7                              265.5                              
16:12:37       1029.0              280.0                 261.9                 242.4                              254.8                              264.5                              
16:12:39       1031.4              275.0                 261.9                 242.5                              254.8                              264.6                              
16:12:41       1033.7              280.0                 261.9                 242.7                              254.8                              266.6                              
16:12:44       1036.1              280.0                 261.9                 242.7                              254.9                              264.6                              
16:12:46       1038.5              285.0                 261.9                 242.7                              255.0                              267.7                              
16:12:49       1040.8              285.0                 261.9                 242.7                              255.1                              266.0                              
16:12:51       1043.2              285.0                 261.9                 242.8                              255.1                              266.6                              
16:12:53       1045.5              285.0                 262.0                 242.8                              255.1                              264.1                              
16:12:56       1047.9              285.0                 262.0                 242.8                              255.1                              265.9                              
16:12:58       1050.3              285.0                 262.1                 243.0                              255.3                              265.9                              
16:13:00       1052.7              285.0                 262.1                 243.2                              255.4                              266.6                              
16:13:03       1055.0              285.0                 262.2                 243.1                              255.4                              266.8                              
16:13:05       1057.4              290.0                 262.2                 243.2                              255.4                              266.2                              
16:13:07       1059.8              290.0                 262.2                 243.2                              255.4                              268.2                              
16:13:10       1062.2              290.0                 262.3                 243.2                              255.5                              266.8                              
16:13:12       1064.5              290.0                 262.3                 243.2                              255.6                              265.8                              
16:13:15       1066.9              290.0                 262.4                 243.2                              255.6                              266.6                              
16:13:17       1069.2              290.0                 262.4                 243.2                              255.7                              265.1                              
16:13:19       1071.6              285.0                 262.5                 243.4                              255.8                              268.1                              
16:13:22       1074.0              285.0                 262.5                 243.4                              255.8                              266.2                              
16:13:24       1076.4              290.0                 262.6                 243.4                              255.7                              265.6                              
16:13:26       1078.8              290.0                 262.6                 243.5                              255.8                              267.2                              
16:13:29       1081.2              285.0                 262.7                 243.5                              255.8                              266.9                              
16:13:31       1083.5              285.0                 262.7                 243.5                              255.9                              267.8                              
16:13:34       1085.9              285.0                 262.7                 243.5                              255.9                              268.7                              
16:13:36       1088.2              285.0                 262.8                 243.6                              256.0                              264.4                              
16:13:38       1090.6              280.0                 262.8                 243.7                              256.1                              267.5                              
16:13:41       1093.0              280.0                 262.8                 243.7                              256.1                              268.2                              
16:13:43       1095.4              280.0                 262.8                 243.8                              256.2                              268.4                              
16:13:45       1097.7              280.0                 262.8                 243.8                              256.1                              268.3                              
16:13:48       1100.1              280.0                 262.8                 243.8                              256.2                              264.4                              
16:13:50       1102.5              280.0                 262.9                 243.8                              256.3                              265.9                              
16:13:53       1104.9              280.0                 262.9                 243.9                              256.3                              268.0                              
16:13:55       1107.2              280.0                 263.0                 243.9                              256.4                              266.4                              
16:13:57       1109.6              280.0                 263.0                 243.9                              256.4                              266.5                              
16:14:00       1112.0              275.0                 263.0                 244.0                              256.5                              267.0                              
16:14:02       1114.3              275.0                 263.0                 244.1                              256.5                              267.6                              
16:14:04       1116.7              280.0                 263.0                 244.1                              256.5                              269.3                              
16:14:07       1119.1              280.0                 263.0                 244.1                              256.5                              268.1                              
16:14:09       1121.4              280.0                 263.0                 244.1                              256.6                              266.4                              
16:14:12       1123.8              280.0                 263.0                 244.1                              256.6                              268.2                              
16:14:14       1126.2              280.0                 263.0                 244.1                              256.6                              267.4                              
16:14:16       1128.5              280.0                 263.0                 244.1                              256.6                              268.6                              
16:14:19       1130.9              280.0                 263.0                 244.2                              256.6                              267.8                              
16:14:21       1133.3              280.0                 263.1                 244.4                              256.7                              265.6                              
16:14:23       1135.6              280.0                 263.1                 244.4                              256.7                              266.5                              
16:14:26       1137.9              280.0                 263.2                 244.4                              256.8                              269.2                              
16:14:28       1140.3              285.0                 263.2                 244.4                              256.8                              269.0                              
16:14:30       1142.7              285.0                 263.2                 244.4                              256.8                              267.4                              
16:14:33       1145.0              285.0                 263.2                 244.4                              256.8                              267.3                              
16:14:35       1147.4              285.0                 263.2                 244.4                              256.9                              267.9                              
16:14:37       1149.7              280.0                 263.2                 244.4                              256.9                              268.5                              
16:14:40       1152.1              280.0                 263.3                 244.5                              256.9                              268.6                              
16:14:42       1154.4              280.0                 263.3                 244.6                              257.0                              267.9                              
16:14:45       1156.8              285.0                 263.3                 244.6                              257.0                              268.7                              
16:14:47       1159.2              285.0                 263.3                 244.6                              257.0                              267.6                              
16:14:49       1161.5              285.0                 263.4                 244.6                              257.1                              266.4                              
16:14:52       1163.9              285.0                 263.4                 244.6                              257.0                              268.4                              
16:14:54       1166.3              285.0                 263.5                 244.6                              257.1                              267.3                              
16:14:56       1168.6              285.0                 263.5                 244.6                              257.1                              265.9                              
16:14:59       1171.0              280.0                 263.5                 244.7                              257.2                              269.4                              
16:15:01       1173.4              280.0                 263.5                 244.8                              257.2                              269.6                              
16:15:03       1175.8              280.0                 263.5                 244.8                              257.1                              269.7                              
16:15:06       1178.2              280.0                 263.5                 244.8                              257.2                              266.3                              
16:15:08       1180.5              280.0                 263.5                 244.8                              257.3                              268.1                              
16:15:11       1182.9              280.0                 263.6                 244.8                              257.3                              266.6                              
16:15:13       1185.3              280.0                 263.6                 244.8                              257.3                              266.8                              
16:15:15       1187.6              280.0                 263.6                 244.8                              257.4                              266.3                              
16:15:18       1190.0              280.0                 263.6                 244.8                              257.4                              267.5                              
16:15:20       1192.4              275.0                 263.6                 244.8                              257.3                              268.5                              
16:15:22       1194.7              275.0                 263.7                 244.9                              257.3                              269.4                              
16:15:25       1197.1              280.0                 263.7                 244.9                              257.3                              267.5                              
16:15:27       1199.5              280.0                 263.7                 244.9                              257.3                              267.1                              
16:15:30       1201.8              280.0                 263.7                 244.9                              257.3                              269.0                              
16:15:32       1204.2              280.0                 263.7                 244.9                              257.3                              268.4                              
16:15:34       1206.6              280.0                 263.7                 244.9                              257.4                              266.9                              
